City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,sayat,38.7839,63.8803,29.93,16,0,6.61,TM,1722976323
288,turpan,42.9333,89.1667,35.13,19,100,3.92,CN,1722976323
289,tsiombe,-25.3,45.4833,20.28,74,61,4.21,MG,1722976323
290,ugoofaaru,5.6667,73.0,27.85,79,100,4.4,MV,1722976323
291,el alto,-4.2714,-81.2147,22.81,71,11,10.09,PE,1722976323
292,selfoss,63.9331,-20.9971,12.8,84,94,3.06,IS,1722976323
293,romny,50.751,33.4747,19.24,60,98,2.61,UA,1722976323
294,baiti,13.745,-14.7482,25.27,91,76,4.79,SN,1722976323
295,tra mhor,52.1624,-7.1524,15.61,72,26,3.58,IE,1722976324
296,sola,-13.8833,167.55,24.92,65,19,10.94,VU,1722976324
297,anadyr,64.75,177.4833,4.28,80,100,6.0,RU,1722976324
298,el granada,37.5027,-122.4694,32.16,52,0,5.14,US,1722976324
299,walvis bay,-22.9575,14.5053,12.83,94,39,1.8,NA,1722976324
300,kasempa,-13.4584,25.8338,18.23,21,0,2.65,ZM,1722976324
301,mungwi,-10.1732,31.3694,14.86,34,0,2.34,ZM,1722976324
302,petropavlivka,48.4564,36.4367,19.53,58,58,2.33,UA,1722976324
303,mahanje,-9.9333,35.3333,14.75,40,4,1.47,TZ,1722976324
304,piti village,13.4626,144.6933,27.03,92,0,0.0,GU,1722976324
305,kenai,60.5544,-151.2583,16.05,96,100,3.6,US,1722976324
306,rio preto da eva,-2.6994,-59.6997,35.37,30,100,1.52,BR,1722976325
307,point pedro,9.8167,80.2333,27.11,84,100,4.3,LK,1722976325
308,richards bay,-28.783,32.0377,18.52,68,0,4.92,ZA,1722976325
309,wamba,8.9333,8.6,22.52,94,100,1.73,NG,1722976325
310,krumovgrad,41.4667,25.65,25.02,49,1,1.82,BG,1722976325
311,severomorsk,69.0689,33.4162,10.22,52,4,3.44,RU,1722976325
312,sudogda,55.9539,40.8629,14.46,97,7,1.7,RU,1722976325
313,thoen,17.6129,99.2161,23.75,98,100,0.93,TH,1722976325
314,salahonda,2.1019,-78.7217,25.96,81,31,5.52,CO,1722976325
315,iskateley,67.6803,53.1512,5.95,84,14,3.51,RU,1722976325
316,tapejara,-28.0681,-52.0139,24.21,79,62,1.28,BR,1722976325
317,tipasa,36.5897,2.4475,28.97,50,10,0.96,DZ,1722976326
318,santana,-0.0583,-51.1817,32.1,62,20,1.54,BR,1722976326
319,nahiyat ash shinafiyah,31.5874,44.6602,36.8,12,1,3.95,IQ,1722976326
320,aasiaat,68.7098,-52.8699,3.9,95,73,2.92,GL,1722976326
321,laguna,38.421,-121.4238,37.95,30,0,3.09,US,1722976326
322,pacific grove,36.6177,-121.9166,27.43,81,20,2.06,US,1722976326
323,wellington,-41.2866,174.7756,7.81,89,20,5.14,NZ,1722976326
324,kolonia,50.9333,6.95,25.53,73,0,2.06,DE,1722976156
325,gopalpur,19.2667,84.9167,25.51,93,100,3.86,IN,1722976326
326,palikir - national government center,6.9248,158.1611,24.41,94,75,1.54,FM,1722976326
327,kilindoni,-7.9139,39.6668,25.3,78,46,7.18,TZ,1722976326
328,ponta delgada,37.7333,-25.6667,25.4,78,20,7.72,PT,1722976327
329,lufilufi,-13.8745,-171.5986,24.88,83,59,7.47,WS,1722976327
330,porlamar,10.958,-63.8491,37.05,49,3,6.17,VE,1722976327
331,nha trang,12.25,109.1833,26.0,81,54,1.33,VN,1722976327
332,paita,-5.0892,-81.1144,20.4,70,7,9.88,PE,1722976327
333,angaur state,6.906,134.13,28.82,76,100,5.12,PW,1722976327
334,villa dolores,-31.9459,-65.1896,13.16,66,63,9.92,AR,1722976327
335,labrador city,52.9463,-66.9114,9.95,76,75,5.66,CA,1722976327
336,tolanaro,-25.0319,46.9987,21.04,88,75,5.14,MG,1722976327
337,san patricio,28.017,-97.5169,35.3,34,9,2.62,US,1722976327
338,mahina,-17.5065,-149.489,28.87,65,20,8.23,PF,1722976328
339,margate,51.3813,1.3862,18.82,74,100,5.41,GB,1722976328
340,quirihue,-36.2833,-72.5333,7.76,77,42,2.95,CL,1722976328
341,siocon,7.7061,122.1353,25.95,91,100,3.38,PH,1722976328
342,melfort,52.8667,-104.6177,14.07,88,100,4.12,CA,1722976328
343,whitehorse,60.7161,-135.0538,25.61,29,0,7.2,CA,1722975893
344,hovd,48.0056,91.6419,17.57,39,48,0.66,MN,1722976328
345,hilo,19.7297,-155.09,28.86,71,0,3.09,US,1722976207
346,nakhon thai,17.1006,100.8374,23.39,99,100,1.52,TH,1722976328
347,floro,61.5996,5.0328,19.04,88,100,2.06,NO,1722976328
348,bintulu,3.1667,113.0333,25.23,100,20,1.03,MY,1722976329
349,praia da vitoria,38.7333,-27.0667,25.14,78,40,3.69,PT,1722976329
350,hobyo,5.3505,48.5268,24.74,85,32,11.37,SO,1722976329
351,yugorsk,61.3133,63.3319,12.95,68,100,3.43,RU,1722976329
352,amuntai,-2.4177,115.2494,22.98,99,100,0.22,ID,1722976329
353,lazaro cardenas,17.9583,-102.2,30.99,61,78,4.4,MX,1722976329
354,san luis,-33.295,-66.3356,10.42,49,82,5.92,AR,1722976245
355,klaksvik,62.2266,-6.589,12.51,91,71,8.46,FO,1722976329
356,utrik,11.2278,169.8474,28.36,78,89,5.42,MH,1722976329
357,khash,28.2211,61.2158,27.07,59,100,1.32,IR,1722976329
358,skopin,53.8249,39.5505,16.54,83,0,1.7,RU,1722976329
359,kirakira,-10.4544,161.9205,26.29,83,85,5.55,SB,1722976330
360,wisbech,52.6662,0.1594,18.39,72,31,3.83,GB,1722976330
361,altai,46.3722,96.2583,13.08,29,20,1.19,MN,1722976330
362,hassi messaoud,31.6804,6.0729,36.92,19,0,2.06,DZ,1722976330
363,xiahu,26.6106,119.9483,26.82,84,82,2.5,CN,1722976330
364,flying fish cove,-10.4217,105.6791,24.82,88,100,5.66,CX,1722976330
365,portland,45.5234,-122.6762,25.85,51,0,0.89,US,1722976108
366,galliano,29.4422,-90.2992,36.67,55,40,0.0,US,1722976330
367,adilcevaz,38.8039,42.7342,23.75,44,0,1.44,TR,1722976330
368,alice springs,-23.7,133.8833,3.75,93,1,0.0,AU,1722976330
369,petauke,-14.2426,31.3253,19.24,41,0,4.88,ZM,1722976330
370,chemolgan,43.1897,76.5292,20.81,44,80,2.67,KZ,1722976331
371,launceston,-41.45,147.1667,9.89,87,27,4.63,AU,1722976331
372,eraan,9.0629,117.7016,25.7,90,100,1.65,PH,1722976331
373,arenapolis,-14.4503,-56.8461,32.13,18,0,2.32,BR,1722976331
374,hirara,24.8,125.2833,28.15,100,75,6.69,JP,1722976331
375,igarka,67.4667,86.5833,9.01,72,26,7.36,RU,1722976331
376,huarmey,-10.0681,-78.1522,19.61,75,10,6.46,PE,1722976331
377,kharp,66.8014,65.8081,6.43,76,0,1.6,RU,1722976331
378,la ronge,55.1001,-105.2842,20.14,52,75,5.66,CA,1722976102
379,mistrato,5.2973,-75.8832,20.71,91,63,1.16,CO,1722976332
380,melchor de mencos,17.0686,-89.1522,34.0,59,40,3.09,GT,1722976332
381,howrah,22.5892,88.3103,28.0,94,40,2.06,IN,1722976332
382,hamilton,39.1834,-84.5333,35.32,51,0,3.6,US,1722976103
383,thurso,58.5927,-3.5259,16.14,82,92,1.1,GB,1722976332
384,tocopilla,-22.092,-70.1979,15.73,78,9,2.11,CL,1722976313
385,kalecik,40.0972,33.4083,25.95,43,17,3.1,TR,1722976332
386,al quwayrah,29.8004,35.3116,31.0,46,5,1.03,JO,1722976332
387,talcahuano,-36.7167,-73.1167,9.82,62,75,3.09,CL,1722976215
388,newman,37.3138,-121.0208,36.19,7,0,1.11,US,1722976074
389,'ali al gharbi,32.4633,46.6864,37.47,14,0,4.6,IQ,1722976333
390,golden grove,-34.7833,138.7333,8.37,79,15,3.58,AU,1722976333
391,oliveira dos brejinhos,-12.3169,-42.8961,26.51,34,10,4.45,BR,1722976333
392,torbat-e jam,35.244,60.6225,26.23,17,0,6.49,IR,1722976333
393,flin flon,54.7682,-101.865,18.91,59,100,3.09,CA,1722976333
394,neyshabur,36.2133,58.7958,27.11,17,0,0.69,IR,1722976333
395,selkirk,50.1436,-96.8845,25.08,45,77,2.68,CA,1722976083
396,holualoa,19.6228,-155.9522,25.91,90,40,3.6,US,1722976333
397,ketchikan,55.3422,-131.6461,20.19,58,15,1.57,US,1722976333
398,savelugu,9.6244,-0.8253,26.2,73,100,2.04,GH,1722976333
399,shimoda,34.6667,138.95,25.61,84,100,2.13,JP,1722976333
400,fort st. john,56.2499,-120.8529,15.94,88,40,2.57,CA,1722976207
401,colonia,50.9333,6.95,25.53,73,0,2.06,DE,1722976156
402,shevchenko,48.5,35.0,23.06,39,97,1.87,UA,1722976334
403,zhoucheng,35.9122,116.3117,24.94,92,1,1.94,CN,1722976334
404,puyang chengguanzhen,35.7028,115.0053,25.18,87,0,1.61,CN,1722976334
405,la'ie,21.6477,-157.9253,28.98,74,7,3.58,US,1722976334
406,holmsund,63.706,20.3641,14.97,87,0,0.51,SE,1722976334
407,lae,-6.7221,146.9847,23.37,91,98,1.54,PG,1722976334
408,zhosaly,45.4878,64.0781,29.38,29,11,0.83,KZ,1722976334
409,arraial do cabo,-22.9661,-42.0278,24.98,69,0,7.2,BR,1722976335
410,tofol,5.3248,163.0078,27.92,73,94,3.97,FM,1722976335
411,city of balikpapan,-1.242,116.8942,24.31,93,100,2.37,ID,1722976335
412,parun,35.4207,70.9221,11.66,56,13,4.47,AF,1722976335
413,le poinconnet,46.7641,1.7179,23.94,64,0,2.57,FR,1722976335
414,curuca,-0.7289,-47.8481,25.67,84,100,2.74,BR,1722976335
415,khanty-mansiysk,61.0042,69.0019,14.06,62,0,4.0,RU,1722976335
416,tahoua,14.8888,5.2692,22.8,81,98,13.14,NE,1722976335
417,kill devil hills,36.0307,-75.676,24.43,97,100,4.12,US,1722976335
418,batticaloa,7.7102,81.6924,27.07,84,100,2.96,LK,1722976335
419,kogalym,62.2654,74.4791,9.84,70,59,5.0,RU,1722976040
420,masterton,-40.9597,175.6575,8.82,89,0,1.17,NZ,1722976336
421,san luis de la loma,17.2706,-100.8939,30.39,68,100,3.82,MX,1722976336
422,naze,28.3667,129.4833,25.51,83,4,0.3,JP,1722976336
423,olinda,-8.0089,-34.8553,26.85,69,40,5.66,BR,1722976208
424,antalaha,-14.9003,50.2788,18.97,86,7,2.91,MG,1722976336
425,barmer,25.75,71.3833,26.32,82,64,7.45,IN,1722976336
426,beidaihehaibin,39.8222,119.5181,24.27,89,88,0.96,CN,1722976336
427,sijunjung,-0.6876,100.9537,21.21,98,98,0.48,ID,1722976336
428,merritt island,28.5392,-80.672,35.05,53,20,8.23,US,1722976336
429,gemena,3.25,19.7667,23.11,75,39,1.34,CD,1722976336
430,puerto cabezas,14.0351,-83.3888,27.98,83,40,2.06,NI,1722976337
431,happy valley-goose bay,53.3168,-60.3315,17.17,72,75,3.09,CA,1722976215
432,mogocha,53.7333,119.7667,13.08,94,78,1.56,RU,1722976337
433,ola,59.5833,151.2833,10.02,92,100,1.73,RU,1722976337
434,san rafael,-34.6177,-68.3301,11.79,33,94,3.39,AR,1722976023
435,cockburn town,21.4612,-71.1419,28.31,82,96,7.36,TC,1722976337
436,mersa matruh,31.3525,27.2453,28.11,74,0,3.6,EG,1722976337
437,kot sultan,30.7737,70.9313,35.28,48,0,4.71,PK,1722976337
438,calistoga,38.5788,-122.5797,36.53,10,23,3.88,US,1722976337
439,riberalta,-10.9833,-66.1,34.11,59,20,2.06,BO,1722976337
440,vuktyl,63.8567,57.3094,8.84,72,97,1.76,RU,1722976337
441,kone,-21.0595,164.8658,20.21,62,46,2.21,NC,1722976338
442,santa cruz,-17.8,-63.1667,25.03,83,40,8.23,BO,1722976152
443,kuytun,54.3419,101.5036,13.45,98,100,2.84,RU,1722976338
444,inzhavino,52.3185,42.4937,18.96,61,69,3.42,RU,1722976338
445,dawei,14.0833,98.2,24.44,92,100,0.42,MM,1722976338
446,juan griego,11.0817,-63.9655,37.07,49,6,6.17,VE,1722976338
447,hadibu,12.65,54.0333,25.13,81,21,7.49,YE,1722976338
448,new norfolk,-42.7826,147.0587,11.62,72,90,3.51,AU,1722976338
449,smithers,54.7804,-127.1743,24.18,33,20,1.54,CA,1722976338
450,lander,42.833,-108.7307,31.99,23,0,1.54,US,1722976238
451,north bondi,-33.8824,151.2769,8.45,87,0,3.6,AU,1722976339
452,ciudad lazaro cardenas,17.9583,-102.2,30.99,61,78,4.4,MX,1722976339
453,port saint john's,-31.6229,29.5448,14.61,71,0,2.05,ZA,1722976339
454,yuzhno-kurilsk,44.0306,145.8556,17.4,99,100,2.0,RU,1722976339
455,chibougamau,49.9168,-74.3659,16.79,45,75,4.12,CA,1722976339
456,canoinhas,-26.1772,-50.39,19.0,70,0,0.22,BR,1722976339
457,antofagasta,-23.65,-70.4,15.6,86,49,5.59,CL,1722975963
458,mount isa,-20.7333,139.5,12.87,54,2,4.63,AU,1722976339
459,crestview,30.7621,-86.5705,36.82,55,20,3.13,US,1722976339
460,nueve de julio,-35.4444,-60.8831,14.42,95,100,1.79,AR,1722976275
461,torres,-29.3353,-49.7269,21.59,98,82,3.54,BR,1722976340
462,tay ninh,11.3,106.1,25.97,87,95,1.47,VN,1722976340
463,nejo,9.5,35.5,13.28,96,100,0.38,ET,1722976340
464,nadi,-17.8,177.4167,19.0,77,20,0.0,FJ,1722976340
465,iwanai,42.9744,140.5089,23.08,94,75,1.2,JP,1722976340
466,el carmen de bolivar,9.7174,-75.1202,29.63,67,98,2.5,CO,1722976340
467,coquimbo,-29.9533,-71.3436,14.85,63,75,6.17,CL,1722975796
468,stephenville,32.2207,-98.2023,38.47,30,0,2.06,US,1722976080
469,sawakin,19.1059,37.3321,33.32,55,100,4.29,SD,1722976340
470,nalut,30.3333,10.85,27.85,53,0,10.7,LY,1722976340
471,keelung,25.1283,121.7419,28.86,90,41,1.59,TW,1722976275
472,pamandzi,-12.7967,45.2794,23.88,78,0,2.06,YT,1722976340
473,lompoc,34.6391,-120.4579,28.25,41,3,3.6,US,1722976341
474,raahe,64.6833,24.4833,17.05,72,91,2.22,FI,1722976341
475,epernay,49.05,3.95,20.06,73,59,2.3,FR,1722976341
476,kemijarvi,66.7131,27.4306,11.55,62,43,1.52,FI,1722976341
477,daru,-9.0763,143.2092,24.19,88,100,6.89,PG,1722976341
478,penzance,50.1186,-5.5371,16.38,82,0,7.01,GB,1722976341
479,idri,27.5,13.2667,32.4,13,0,4.13,LY,1722976341
480,prado,-17.3411,-39.2208,22.97,73,2,4.28,BR,1722976341
481,ivdel',60.6911,60.4206,9.91,96,100,2.68,RU,1722976337
482,magadan,59.5667,150.8,9.84,93,100,2.99,RU,1722976341
483,heunghae,36.1125,129.3522,24.96,89,37,1.82,KR,1722976341
484,codrington,-38.2667,141.9667,6.7,96,64,4.85,AU,1722976341
485,oral,51.2333,51.3667,17.99,94,0,3.0,KZ,1722976342
486,port macquarie,-31.4333,152.9167,8.27,94,68,1.34,AU,1722976342
487,kiunga,-6.1219,141.2906,22.38,99,100,2.25,PG,1722976342
488,darwin,-12.4611,130.8418,21.99,88,35,2.06,AU,1722976342
489,vranje,42.5514,21.9003,16.29,48,0,1.95,RS,1722976342
490,chelak,39.9203,66.8611,24.42,19,0,6.09,UZ,1722976342
491,kuta,-8.7233,115.1723,25.97,89,40,4.63,ID,1722976342
492,plouay,47.9167,-3.3333,16.76,72,75,3.09,FR,1722976342
493,vila velha,-20.3297,-40.2925,24.97,86,20,6.69,BR,1722975892
494,rongelap,11.1635,166.8941,28.58,77,99,5.39,MH,1722976342
495,petawawa,45.9001,-77.3328,23.77,42,75,2.57,CA,1722976342
496,kargasok,59.0556,80.8572,11.11,94,57,2.62,RU,1722976342
497,toliara,-23.35,43.6667,20.23,83,0,4.74,MG,1722976343
498,bamboo flat,11.7,92.7167,26.05,94,100,1.03,IN,1722976343
499,olovyannaya,50.95,115.5667,14.75,83,58,0.08,RU,1722976343
500,wuhai,39.6647,106.8122,21.44,60,0,3.25,CN,1722976343
501,sao jose da coroa grande,-8.8978,-35.1478,24.01,79,11,4.59,BR,1722976343
502,lisala,2.15,21.5167,26.32,57,86,0.74,CD,1722976343
503,arno,60.1167,18.6333,17.66,84,1,2.32,SE,1722976343
504,qarqaraly,49.4058,75.4742,17.29,59,27,2.21,KZ,1722976343
505,rikaze,29.25,88.8833,14.18,57,98,1.4,CN,1722976343
506,al burayqah,30.4062,19.5739,28.87,65,0,5.82,LY,1722976344
507,amga,60.8953,131.9608,9.69,91,3,1.39,RU,1722976344
508,baruun-urt,46.6806,113.2792,15.21,83,3,2.05,MN,1722976344
509,puerto san jose,13.9256,-90.8244,30.37,75,97,4.69,GT,1722976344
510,manaure,11.7751,-72.4445,28.77,73,84,5.07,CO,1722976344
511,kota tinggi,1.7381,103.8999,26.02,90,93,0.42,MY,1722976344
512,jonesboro,35.8423,-90.7043,37.11,37,0,4.12,US,1722976233
513,argo,37.6333,22.7333,28.77,64,13,0.93,GR,1722976344
514,motygino,58.1831,94.7592,15.44,99,100,1.38,RU,1722976344
515,fiambala,-27.6871,-67.6149,22.81,4,57,4.02,AR,1722976344
516,eydhafushi,5.1033,73.0708,27.73,79,96,3.57,MV,1722976345
517,cole harbour,44.6724,-63.4751,19.9,86,100,2.57,CA,1722976345
518,broadstairs,51.3591,1.4394,18.76,74,99,5.43,GB,1722976345
519,rajpur,22.3,74.35,24.52,89,98,6.13,IN,1722976345
520,noosa heads,-26.3833,153.15,15.62,77,40,5.27,AU,1722976345
521,tyuratam,45.6507,63.3156,30.64,26,5,4.06,KZ,1722976345
522,pemangkat,1.1667,108.9667,25.89,87,100,2.83,ID,1722976345
523,thunder bay,48.4001,-89.3168,24.95,36,20,4.12,CA,1722976345
524,guerrero negro,27.9769,-114.0611,30.73,45,98,4.11,MX,1722976345
525,muynoq,43.7683,59.0214,31.03,20,10,4.58,UZ,1722976345
526,punahana,27.8667,77.2,27.63,79,100,3.79,IN,1722976346
527,boca chica,18.4537,-69.6111,34.04,62,57,4.67,DO,1722976346
528,bonthe,7.5264,-12.505,25.38,81,100,4.2,SL,1722976346
529,sao joao da barra,-21.6403,-41.0511,25.05,86,0,8.41,BR,1722976346
530,geraldton,-28.7667,114.6,17.23,82,91,6.69,AU,1722976346
531,tinogasta,-28.0632,-67.5649,19.27,14,87,7.34,AR,1722976346
532,brisas de zicatela,15.8369,-97.0419,30.31,65,100,2.77,MX,1722976346
533,dubbo,-32.25,148.6167,1.07,100,89,4.63,AU,1722976346
534,rio tuba,8.5061,117.4317,27.62,80,100,2.98,PH,1722976346
535,maintirano,-18.0667,44.0167,22.52,73,0,5.34,MG,1722976346
536,harper,4.375,-7.7169,23.97,82,100,4.63,LR,1722976347
537,jijiga,9.35,42.8,20.9,65,100,6.52,ET,1722976347
538,ignalina,55.35,26.1667,14.31,97,13,2.34,LT,1722976347
539,hami,42.8,93.45,30.93,16,100,4.9,CN,1722976347
540,dubovka,49.0583,44.829,20.53,58,80,3.42,RU,1722976347
541,pisco,-13.7,-76.2167,21.03,64,27,9.26,PE,1722976347
542,huicungo,-7.2833,-76.8,32.05,47,68,1.43,PE,1722976347
543,katsuren-haebaru,26.3369,127.8719,29.43,91,20,2.57,JP,1722976347
544,taltal,-25.4,-70.4833,15.24,75,28,1.55,CL,1722976347
545,krasnoshchekovo,51.6708,82.7289,15.23,87,79,2.66,RU,1722976347
546,suva,-18.1416,178.4415,19.71,100,40,1.03,FJ,1722976348
547,el kala,36.8956,8.4433,25.23,75,0,1.25,DZ,1722976348
548,mar del plata,-38.0023,-57.5575,13.94,99,100,1.54,AR,1722975666
549,nuuk,64.1835,-51.7216,8.34,93,100,1.54,GL,1722976348
550,den burg,53.0542,4.7972,20.54,82,75,2.57,NL,1722976348
551,mikhaylovskoye,51.8239,79.7172,19.69,69,91,2.5,RU,1722976348
552,charters towers,-20.1,146.2667,15.39,96,3,1.74,AU,1722976348
553,lorengau,-2.0226,147.2712,27.29,80,100,3.51,PG,1722976348
554,north bend,43.4065,-124.2243,24.59,59,0,8.75,US,1722976348
555,mashhad,36.297,59.6062,26.08,38,0,3.09,IR,1722976348
556,cam pha mines,21.0167,107.3,26.91,85,62,0.99,VN,1722976349
557,gmunden,47.9189,13.7975,19.93,90,62,1.27,AT,1722976349
558,sao fidelis,-21.6461,-41.7469,24.97,73,0,2.89,BR,1722976349
559,al jawf,29.5,38.75,27.07,17,0,0.8,SA,1722976349
560,vilyuysk,63.7553,121.6247,9.05,82,3,2.68,RU,1722976349
561,kapuskasing,49.4169,-82.4331,20.05,45,75,4.63,CA,1722976349
562,isangel,-19.55,169.2667,21.66,64,30,5.33,VU,1722976349
563,vorkuta,67.5,64.0,4.93,75,5,3.21,RU,1722976349
564,piriapolis,-34.8682,-55.2744,19.45,90,100,1.54,UY,1722976349
565,i-n-salah,27.1935,2.4607,37.03,14,0,5.93,DZ,1722976349
566,goias,-15.5807,-49.6362,26.93,26,0,0.47,BR,1722976349
567,buka,40.8108,69.1986,22.57,30,0,3.13,UZ,1722976350
568,peace river,56.2501,-117.286,22.17,52,0,1.03,CA,1722976350
569,russkaya polyana,49.417,31.9201,19.56,55,99,2.4,UA,1722976350
570,turku,60.4515,22.2687,17.49,85,0,0.89,FI,1722976350
571,port-vila,-17.7338,168.3219,18.78,88,75,0.51,VU,1722976350
572,oum hadjer,13.2954,19.6966,25.93,79,98,4.19,TD,1722976350
573,rosso,16.4986,-15.8153,28.28,59,3,6.25,SN,1722976350
